record_id,canonical_id,node_family,node_type,execution_role,task_id,runtime_figure_id,manuscript_figure_id,code_entry,schema_source,dependencies,edge_semantics,expected_outputs,evidence_paths,artifact_seed_dirs,authority_tier,provenance_link,conclusion_status,result_statements,task_conclusion_zh,limitations,source_audit
task-068,fig4.overlap_perturbation,fig4,DAG Task,metric/analysis,overlap_perturbation,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task overlap_perturbation,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.rollouts"",""fig4.pair_sampling""]","[""requires"",""requires""]","[""重叠保持与 L1 STSP 扰动度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与重叠保持与 L1 STSP 扰动度量对应的输出。""]",overlap_perturbation 的重叠保持与 L1 STSP 扰动度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-069,fig4.supplement,fig4,DAG Task,metric/analysis,supplement,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task supplement,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.rollouts""]","[""requires""]","[""overlap/reentry 补充度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与overlap/reentry 补充度量对应的输出。""]",supplement 的overlap/reentry 补充度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-070,fig5.all,fig5,DAG Task,aggregate,all,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task all,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support"",""fig5.early_firing"",""fig5.local_events"",""fig5.support_perturbation"",""fig5.supplement"",""fig5.postprobe_stsp_update""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]","[""local-support/competition 全链聚合入口""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,smoke,inferred,operational-only,"[""该入口在源码中编排 6 个直接子依赖；自身无独立 artifact digest。"",""20 个 legacy bundle 的 summary 均标记 final_scientific_use=false。""]",all 只作为local-support/competition 全链聚合入口调度子任务；当前证据仅支持其操作性覆盖，不产生独立科学结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-071,fig5.trial_sampling,fig5,DAG Task,producer,trial_sampling,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task trial_sampling,src/experiments/paper_figures/fig5/schemas.py,[],[],"[""局部竞争试验与掩码规格""]","[""results/multi_seed_rollout/fig5/fig5_local_support_competition/seed_*/data/intermediates/trial_sampling/"",""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",20,exploratory,direct,operational-only,"[""20/20 artifact 契约完整；seed_1000 记录 500 个试验。""]",trial_sampling 的局部竞争试验与掩码规格已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-072,fig5.preprobe_support_bank,fig5,DAG Task,producer,preprobe_support_bank,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task preprobe_support_bank,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.trial_sampling""]","[""requires""]","[""探针前支持图与分支轨迹库""]","[""results/multi_seed_rollout/fig5/fig5_local_support_competition/seed_*/data/intermediates/preprobe_support_bank/"",""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",20,exploratory,conflict,conflicted,"[""找到与探针前支持图与分支轨迹库相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",preprobe_support_bank 的探针前支持图与分支轨迹库存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,核心数组存在，但 5 类加载必需表/清单在 20 个种子上缺失；属于 200 个 runtime-parent 缺口。,scout:fig5
task-073,fig5.preprobe_support,fig5,DAG Task,metric/analysis,preprobe_support,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task preprobe_support,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support_bank""]","[""requires""]","[""探针前支持度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与探针前支持度量对应的输出。""]",preprobe_support 的探针前支持度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-074,fig5.early_firing,fig5,DAG Task,metric/analysis,early_firing,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task early_firing,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support_bank""]","[""requires""]","[""早期放电 advance/recruit/loss 转移度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,direct,bounded,"[""20 个 panel_b_early_firing_transition_metrics.csv 已按恢复收据逐字节恢复，是 current source manifest 的直接父。""]",early_firing 的 20 个直接父 CSV 已逐字节恢复并可由 current source manifest 追踪；该结论只确认已冻结的早期转移度量可用，runtime 父工件仍不完整。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-075,fig5.local_events,fig5,DAG Task,metric/analysis,local_events,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task local_events,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support_bank""]","[""requires""]","[""winner/loser 局部事件对齐度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与winner/loser 局部事件对齐度量对应的输出。""]",local_events 的winner/loser 局部事件对齐度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-076,fig5.support_perturbation,fig5,DAG Task,metric/analysis,support_perturbation,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task support_perturbation,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support_bank""]","[""requires""]","[""L1 STSP 支持扰动度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,direct,bounded,"[""20 个 panel_d_l1_stsp_perturbation_unit_transitions.csv 已按恢复收据逐字节恢复，是 current source manifest 的直接父。""]",support_perturbation 的 20 个直接父 CSV 已逐字节恢复并进入 current source manifest；该结论只覆盖既有扰动度量，不能消除 preprobe_support_bank 的 runtime 缺口。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-077,fig5.supplement,fig5,DAG Task,metric/analysis,supplement,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task supplement,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.preprobe_support_bank""]","[""requires""]","[""local-support/competition 补充度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与local-support/competition 补充度量对应的输出。""]",supplement 的local-support/competition 补充度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig5
task-078,fig5.probe_stsp_update_bank,fig5,DAG Task,producer,probe_stsp_update_bank,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task probe_stsp_update_bank,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.trial_sampling"",""fig5.preprobe_support_bank""]","[""requires"",""requires""]","[""探针诱发 STSP 更新快照库""]","[""results/multi_seed_rollout/fig5/fig5_local_support_competition/seed_*/data/intermediates/probe_stsp_update_bank/"",""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",20,exploratory,conflict,conflicted,"[""找到与探针诱发 STSP 更新快照库相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",probe_stsp_update_bank 的探针诱发 STSP 更新快照库存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,NPZ 分片存在，但 snapshot_manifest.csv、array_manifest.csv 与 unit_group_definitions.csv 缺失。,scout:fig5
task-079,fig5.postprobe_stsp_update,fig5,DAG Task,metric/analysis,postprobe_stsp_update,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task postprobe_stsp_update,src/experiments/paper_figures/fig5/schemas.py,"[""fig5.probe_stsp_update_bank""]","[""requires""]","[""探针后 L2 写回与历史组成度量""]","[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与探针后 L2 写回与历史组成度量对应的输出。""]",postprobe_stsp_update 的探针后 L2 写回与历史组成度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,2026-06-16 曾成功 artifact-only require；当前父清单缺失，不能据此声称现在仍可重放。,scout:fig5
task-080,fig6.all,fig6,DAG Task,aggregate,all,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task all,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.field_ping_readout"",""fig6.global_ping_score_spike_prediction"",""fig6.real_probe_score_spike_deflection"",""fig6.overlap_gated_stsp_recruitment"",""fig6.high_stsp_overlap_ablation"",""fig6.supplement"",""fig6.score_shuffle_null"",""fig6.overlap_threshold_sensitivity""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]","[""条件性功能任务的全链聚合入口""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,exploratory,inferred,operational-only,"[""该入口在源码中编排 8 个直接子依赖；自身无独立 artifact digest。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",all 只作为条件性功能任务的全链聚合入口调度子任务；当前证据仅支持其操作性覆盖，不产生独立科学结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-081,fig6.sequence_trials,fig6,DAG Task,producer,sequence_trials,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task sequence_trials,src/experiments/paper_figures/fig6/schemas.py,"[""sequence_root.shared_sequence_specs""]","[""aliases""]","[""共享序列规格的 fig6 视图""]","[""results/multi_seed_rollout/fig6/fig6_peak_amplified_reentry/seed_*/data/intermediates/sequence_trials/"",""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",sequence_trials 的共享序列规格的 fig6 视图已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-082,fig6.sequence_bank,fig6,DAG Task,producer,sequence_bank,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task sequence_bank,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_trials"",""sequence_root.shared_sequence_root_bank""]","[""requires"",""aliases""]","[""共享根派生的 fig6 序列状态库""]","[""results/multi_seed_rollout/fig6/fig6_peak_amplified_reentry/seed_*/data/intermediates/sequence_bank/"",""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",sequence_bank 的共享根派生的 fig6 序列状态库已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-083,fig6.field_ping_readout,fig6,DAG Task,metric/analysis,field_ping_readout,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task field_ping_readout,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""区域门控 ping 读出偏置""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与区域门控 ping 读出偏置对应的输出。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",field_ping_readout 的区域门控 ping 读出偏置输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-084,fig6.global_ping_score_spike_prediction,fig6,DAG Task,metric/analysis,global_ping_score_spike_prediction,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task global_ping_score_spike_prediction,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""全局 ping 下 score 到募集的预测""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与全局 ping 下 score 到募集的预测对应的输出。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",global_ping_score_spike_prediction 的全局 ping 下 score 到募集的预测输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-085,fig6.real_probe_score_spike_deflection,fig6,DAG Task,metric/analysis,real_probe_score_spike_deflection,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task real_probe_score_spike_deflection,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""真实探针下 score 到偏转的度量""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,exploratory,none,unavailable,"[""本快照未找到按 fig6.real_probe_score_spike_deflection 身份可归属且满足当前合同的结果产物。""]",real_probe_score_spike_deflection 已在当前源码注册为真实探针下 score 到偏转的度量，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,当前契约文件名在 canonical 与 legacy 根均未找到；旧名可能相近但不能无哈希地宣称等价。,scout:fig6
task-086,fig6.overlap_gated_stsp_recruitment,fig6,DAG Task,metric/analysis,overlap_gated_stsp_recruitment,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task overlap_gated_stsp_recruitment,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""重叠门控 STSP 募集与交互""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,direct,supported,"[""20 个 legacy interaction 表存在；seed_1000 哈希与 current final bundle source manifest 一致。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",overlap_gated_stsp_recruitment 的交互表是 current Fig.7 panel f 的直接父；冻结统计在 10 ms 给出 15.9968 个百分点的交互，结论仅限重叠门控表达，不证明唯一编码。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-087,fig6.high_stsp_overlap_ablation,fig6,DAG Task,metric/analysis,high_stsp_overlap_ablation,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task high_stsp_overlap_ablation,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""面积与能量匹配的 high-STSP-overlap 消融""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,direct,supported,"[""20 个 legacy summary 表存在；final-statistics 通过 panel_f_* 兼容别名消费。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",high_stsp_overlap_ablation 的 summary 是 current Fig.7 panel e 的直接父；冻结统计给出相对匹配移除多 2.5208 个百分点的募集损失，结论仅为定向位点的有界贡献。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-088,fig6.supplement,fig6,DAG Task,metric/analysis,supplement,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task supplement,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.field_ping_readout"",""fig6.global_ping_score_spike_prediction"",""fig6.real_probe_score_spike_deflection"",""fig6.overlap_gated_stsp_recruitment"",""fig6.high_stsp_overlap_ablation""]","[""requires"",""requires"",""requires"",""requires"",""requires""]","[""S11a–S11f 补充审计与鲁棒性度量""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与S11a–S11f 补充审计与鲁棒性度量对应的输出。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",supplement 的S11a–S11f 补充审计与鲁棒性度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-089,fig6.score_shuffle_null,fig6,DAG Task,metric/analysis,score_shuffle_null,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task score_shuffle_null,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""score shuffle 零分布""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与score shuffle 零分布对应的输出。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",score_shuffle_null 的score shuffle 零分布输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-090,fig6.overlap_threshold_sensitivity,fig6,DAG Task,metric/analysis,overlap_threshold_sensitivity,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task overlap_threshold_sensitivity,src/experiments/paper_figures/fig6/schemas.py,"[""fig6.sequence_bank""]","[""requires""]","[""overlap 阈值敏感性""]","[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与overlap 阈值敏感性对应的输出。"",""canonical multi_seed_rollout 下游指标缺失；证据来自 legacy paper_figure_multi_seed bundle。""]",overlap_threshold_sensitivity 的overlap 阈值敏感性输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6
task-091,sequence_root.all,sequence_root,DAG Task,aggregate,all,shared_sequence_root,Fig.4 / Fig.7 输入身份,src/experiments/paper_figures/common/sequence_root/run_task.py --task all,src/experiments/paper_figures/common/sequence_root/schemas.py,"[""sequence_root.shared_sequence_specs"",""sequence_root.shared_sequence_root_bank""]","[""orchestrates"",""orchestrates""]","[""共享序列 specs 与 root bank 聚合入口""]","[""results/multi_seed_rollout/shared_sequence_root/seed_*/data/""]",0,exploratory,inferred,operational-only,"[""该入口在源码中编排 2 个直接子依赖；自身无独立 artifact digest。""]",all 只作为共享序列 specs 与 root bank 聚合入口调度子任务；当前证据仅支持其操作性覆盖，不产生独立科学结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6-shared
task-092,sequence_root.shared_sequence_specs,sequence_root,DAG Task,producer,shared_sequence_specs,shared_sequence_root,Fig.4 / Fig.7 输入身份,src/experiments/paper_figures/common/sequence_root/run_task.py --task shared_sequence_specs,src/experiments/paper_figures/common/sequence_root/schemas.py,[],[],"[""fig3/fig6 共用的序列输入身份""]","[""results/multi_seed_rollout/shared_sequence_root/seed_*/data/intermediates/shared_sequence_specs/""]",20,exploratory,direct,operational-only,"[""20/20 seeds 持久化；num_sequences=100、长度 3/5/7/10、partial-cue=0.1、目标位 K-1。""]",shared_sequence_specs 的fig3/fig6 共用的序列输入身份已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6-shared
task-093,sequence_root.shared_sequence_root_bank,sequence_root,DAG Task,producer,shared_sequence_root_bank,shared_sequence_root,Fig.4 / Fig.7 输入身份,src/experiments/paper_figures/common/sequence_root/run_task.py --task shared_sequence_root_bank,src/experiments/paper_figures/common/sequence_root/schemas.py,"[""sequence_root.shared_sequence_specs""]","[""requires""]","[""绑定 fig3 state bank 与 fig6 sequence bank 的共享根库""]","[""results/multi_seed_rollout/shared_sequence_root/seed_*/data/intermediates/shared_sequence_root_bank/""]",20,exploratory,direct,operational-only,"[""20/20 root bank 同时登记 shared specs、fig3 state bank 与 fig6 sequence bank 的 cache-key digest。""]",shared_sequence_root_bank 的绑定 fig3 state bank 与 fig6 sequence bank 的共享根库已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig6-shared
task-094,sequence_root.fig3_state_bank_view,sequence_root,DAG Task,metric/analysis,fig3_state_bank_view,shared_sequence_root,Fig.4 / Fig.7 输入身份,src/experiments/paper_figures/common/sequence_root/run_task.py --task fig3_state_bank_view,src/experiments/paper_figures/common/sequence_root/schemas.py,"[""sequence_root.shared_sequence_root_bank""]","[""aliases""]","[""共享根中 fig3 state bank 的寻址视图""]","[""results/multi_seed_rollout/shared_sequence_root/seed_*/data/""]",0,exploratory,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与共享根中 fig3 state bank 的寻址视图对应的输出。""]",fig3_state_bank_view 的共享根中 fig3 state bank 的寻址视图输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,视图无独立 manifest，summary 可被最后一次视图运行覆盖。,scout:fig6-shared
task-095,sequence_root.fig6_sequence_bank_view,sequence_root,DAG Task,metric/analysis,fig6_sequence_bank_view,shared_sequence_root,Fig.4 / Fig.7 输入身份,src/experiments/paper_figures/common/sequence_root/run_task.py --task fig6_sequence_bank_view,src/experiments/paper_figures/common/sequence_root/schemas.py,"[""sequence_root.shared_sequence_root_bank""]","[""aliases""]","[""共享根中 fig6 sequence bank 的寻址视图""]","[""results/multi_seed_rollout/shared_sequence_root/seed_*/data/""]",0,exploratory,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与共享根中 fig6 sequence bank 的寻址视图对应的输出。""]",fig6_sequence_bank_view 的共享根中 fig6 sequence bank 的寻址视图输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,视图无独立 manifest，summary 可被最后一次视图运行覆盖。,scout:fig6-shared
task-096,final_six.fig1.final-statistics,fig1,Materializer,figure-scoped load-only statistics,final-statistics,fig1,Fig.2（经 redesign；内部 fig1）,src/experiments/paper_figures/fig1/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""fig1.baseline"",""fig1.firing_rate_control"",""fig1.time_binned_firing_rate_control"",""fig1.delay_decoder"",""fig1.dms_shuffle_readout"",""artifact:structure-enhanced.svg""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures/fig1/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig1/""]",,active-parent,direct,supported,"[""当前 redesign parent 的 internal fig1 bundle 为 statistics_partial 顶层中的唯一已构建图，但 fig1 自身 panel/schema 校验可用。"",""current main complete bundle 中 fig1 含 5 panels、4 quantitative。""]",internal fig1 final-statistics 已以 load-only 方式物化 1 个示意与 4 个定量面板，并保持 20 网络来源可追踪；其结论限于固定网络性能、延迟期放电消失控制、u/x 解码及 DMS 组成描述，是 redesign Fig.2 的数据父而非新实验。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,parent-direct:code+results+manifests
task-097,final_six.fig2.final-statistics,fig2,Materializer,figure-scoped load-only statistics,final-statistics,fig2,Fig.3,src/experiments/paper_figures/fig2/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""fig2.fixed_b_specs"",""fig2.fixed_b_history_bank"",""fig2.fixed_b_rollout_bank"",""fig2.fixed_b_analysis"",""fig2.fixed_b_cohort_aggregate"",""artifact:DMS-enhanced.svg""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig2/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig2/""]",,current-authority,direct,supported,"[""current main complete bundle 中 fig2 含 4 quantitative panels；source manifest 106 rows 全部存在。"",""panel b aligned-minus-mismatched rescue=14.0780 percentage points，BH p=0.0003069。""]",internal fig2 final-statistics 已冻结 fixed-B 的历史对齐 rescue/loss、共同更新/历史效应与事件残差面板；任务结论仅适用于 identical-B 冻结协议与 20 个独立网络，不把细胞行当独立重复。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,parent-direct:code+results+manifests
